time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot,motion,movement
1780509905.2276046,21941.21303929,33.96765899658203,-1.6251590251922607,86.6223373413086,-38.94484329223633,-0.6299982666969299,82.18999481201172,31.147655487060547,0.4551537036895752,62.67766571044922,-34.44516372680664,-6.005153179168701,66.49000549316406,Stop,Stepping
1780509905.2475803,21941.233209311,33.96751403808594,-1.6253989934921265,86.62255859375,-38.944698333740234,-0.6302541494369507,82.19026184082031,31.14756202697754,0.4548925459384918,62.67798614501953,-34.44506072998047,-6.005387783050537,66.49029541015625,Stop,Stepping
1780509905.2676227,21941.25572249,33.96662521362305,-1.6269477605819702,86.62394714355469,-38.943763732910156,-0.6318311095237732,82.1918716430664,31.146940231323242,0.4532400369644165,62.68003463745117,-34.44440460205078,-6.006868362426758,66.49211120605469,Stop,Stepping
1780509905.2875738,21941.274041785,33.96430587768555,-1.6309841871261597,86.62755584716797,-38.941322326660156,-0.6359450221061707,82.19609832763672,31.14532470703125,0.44892388582229614,62.68537139892578,-34.44269943237305,-6.010735034942627,66.4968490600586,Stop,Stepping
1780509905.3075652,21941.293804256,33.95989990234375,-1.6386420726776123,86.63440704345703,-38.93669509887695,-0.6437661051750183,82.20410919189453,31.14225959777832,0.44072842597961426,62.695518493652344,-34.439456939697266,-6.018066883087158,66.50582885742188,Stop,Stepping
1780509905.3275619,21941.314364939,33.95277786254883,-1.6510155200958252,86.64546966552734,-38.92921447753906,-0.656396746635437,82.21705627441406,31.137306213378906,0.4274989664554596,62.71187973022461,-34.43422317504883,-6.02992057800293,66.5203628540039,Stop,Stepping
1780509905.3475676,21941.341932354,33.942344665527344,-1.669140100479126,86.66167449951172,-38.91825866699219,-0.6749077439308167,82.23602294921875,31.13005256652832,0.40811097621917725,62.73585891723633,-34.42655563354492,-6.047277450561523,66.5416259765625,Stop,Stepping
1780509905.3675618,21941.353549359,33.92802810668945,-1.6940157413482666,86.68389892578125,-38.90321731567383,-0.700309157371521,82.26203918457031,31.120088577270508,0.3815234303474426,62.76872253417969,-34.41603088378906,-6.071101188659668,66.57080841064453,Stop,Stepping
1780509905.3875616,21941.373869395,33.9092903137207,-1.7265667915344238,86.71296691894531,-38.8835334777832,-0.7335436344146729,82.2960433959961,31.1070499420166,0.34672245383262634,62.811729431152344,-34.40224838256836,-6.102256774902344,66.60894012451172,Stop,Stepping
1780509905.4076538,21941.393135246,33.88552474975586,-1.7678616046905518,86.74978637695312,-38.85856246948242,-0.7756970524787903,82.3391342163086,31.09050178527832,0.30261680483818054,62.86618423461914,-34.384769439697266,-6.1417670249938965,66.65727996826172,Stop,Stepping
1780509905.4275563,21941.413249878,33.856468200683594,-1.8183423280715942,86.79475402832031,-38.82802200317383,-0.8272250294685364,82.39175415039062,31.07027244567871,0.24871444702148438,62.932682037353516,-34.36338424682617,-6.190049648284912,66.71629333496094,Stop,Stepping
1780509905.4475436,21941.43725078,33.821441650390625,-1.8791800737380981,86.84886932373047,-38.79121398925781,-0.88932865858078,82.45509338378906,31.04587173461914,0.1837882548570633,63.0126953125,-34.33760070800781,-6.248213291168213,66.78731536865234,Stop,Stepping
1780509905.4675612,21941.453544485,33.780052185058594,-1.9510695934295654,86.91271209716797,-38.7476921081543,-0.9627037644386292,82.52980041503906,31.017026901245117,0.10712823271751404,63.107051849365234,-34.30710983276367,-6.316898822784424,66.87109375,Stop,Stepping
1780509905.4875765,21941.472991547,33.731895446777344,-2.0347156524658203,86.98683166503906,-38.697044372558594,-1.0480666160583496,82.61654663085938,30.98344612121582,0.018003320321440697,63.21660232543945,-34.271602630615234,-6.396755695343018,66.96835327148438,Stop,Stepping
1780509905.5076053,21941.493910898,33.67662048339844,-2.1307053565979004,87.07168579101562,-38.63889694213867,-1.1460036039352417,82.7158432006836,30.944875717163086,-0.08416418731212616,63.34196853637695,-34.2308235168457,-6.488312244415283,67.07968139648438,Stop,Stepping
1780509905.527611,21941.513755781,33.613792419433594,-2.239802122116089,87.1678695678711,-38.57277297973633,-1.2572914361953735,82.82840728759766,30.90100860595703,-0.20015178620815277,63.4840202331543,-34.1844367980957,-6.592285633087158,67.20588684082031,Stop,Stepping
1780509905.5477169,21941.533848143,33.54285430908203,-2.3629581928253174,87.27610778808594,-38.49808883666992,-1.3829073905944824,82.95508575439453,30.8514404296875,-0.3309236168861389,63.64384078979492,-34.13200759887695,-6.709523677825928,67.34789276123047,Stop,Stepping
1780509905.5676074,21941.552903759,33.464237213134766,-2.4994256496429443,87.39563751220703,-38.415279388427734,-1.522063136100769,83.09496307373047,30.796451568603516,-0.4756338596343994,63.820247650146484,-34.07383728027344,-6.8392863273620605,67.50469970703125,Stop,Stepping
1780509905.5875628,21941.573061374,33.37687683105469,-2.6510517597198486,87.5279312133789,-38.323211669921875,-1.6766380071640015,83.24978637695312,30.735294342041016,-0.6361604332923889,64.01542663574219,-34.00912857055664,-6.983267784118652,67.67823791503906,Stop,Stepping
1780509905.607568,21941.593223712,33.2807502746582,-2.8178648948669434,87.67284393310547,-38.22184753417969,-1.8466593027114868,83.41940307617188,30.66792106628418,-0.8124814629554749,64.22916412353516,-33.93782043457031,-7.141445636749268,67.86834716796875,Stop,Stepping
1780509905.6275604,21941.613428862,33.17561721801758,-3.000286340713501,87.83058166503906,-38.11091613769531,-2.0325279235839844,83.60401153564453,30.594144821166992,-1.0049386024475098,64.46170043945312,-33.85971450805664,-7.314151287078857,68.07525634765625,Stop,Stepping
1780509905.6476467,21941.634751859,33.061004638671875,-3.1991159915924072,88.0016098022461,-37.98989486694336,-2.2350594997406006,83.80419921875,30.51361083984375,-1.214287281036377,64.71372985839844,-33.77443313598633,-7.502071380615234,68.29960632324219,Stop,Stepping
1780509905.6675637,21941.653346559,32.9375114440918,-3.413320302963257,88.1848373413086,-37.859397888183594,-2.453176975250244,84.0186538696289,30.426706314086914,-1.4393576383590698,64.98362731933594,-33.682376861572266,-7.704155445098877,68.53995513916016,Stop,Stepping
1780509905.6875618,21941.67276969,32.804080963134766,-3.6447174549102783,88.38155364990234,-37.718292236328125,-2.6887366771698,84.24894714355469,30.332664489746094,-1.6819581985473633,65.27332305908203,-33.582725524902344,-7.922054290771484,68.7980728149414,Stop,Stepping
1780509905.7076073,21941.692989588,32.66085433959961,-3.893066644668579,88.59129333496094,-37.56669998168945,-2.94144606590271,84.49447631835938,30.231552124023438,-1.9416921138763428,65.5820541381836,-33.47554016113281,-8.155409812927246,69.07325744628906,Stop,Stepping
1780509905.7276108,21941.713868586,32.50773620605469,-4.158527851104736,88.81388092041016,-37.40447998046875,-3.2114808559417725,84.75509643554688,30.123247146606445,-2.2186355590820312,65.90962219238281,-33.360694885253906,-8.404316902160645,69.36540222167969,Stop,Stepping
1780509905.7475796,21941.734713875,32.344444274902344,-4.44158935546875,89.04940795898438,-37.23131561279297,-3.4993112087249756,85.0309066772461,30.00752830505371,-2.513164520263672,66.25616455078125,-33.23792266845703,-8.669119834899902,69.67460632324219,Stop,Stepping
1780509905.7675574,21941.753385283,32.171695709228516,-4.7410078048706055,89.29650115966797,-37.04792785644531,-3.803654670715332,85.3203125,29.88484764099121,-2.8238608837127686,66.61965942382812,-33.10771560668945,-8.948540687561035,69.99910736083984,Stop,Stepping
1780509905.787582,21941.773110151,31.987510681152344,-5.060204029083252,89.55760192871094,-36.85218811035156,-4.1279802322387695,85.62618255615234,29.753759384155273,-3.1541364192962646,67.00375366210938,-32.9685173034668,-9.245683670043945,70.34217834472656,Stop,Stepping
1780509905.8075724,21941.792677739,31.793729782104492,-5.396016597747803,89.8297348022461,-36.6460075378418,-4.4690423011779785,85.94503784179688,29.61551284790039,-3.500570297241211,67.404052734375,-32.82164001464844,-9.55747127532959,70.6999282836914,Stop,Stepping
1780509905.8275726,21941.813391751,31.589494705200195,-5.749918460845947,90.11365509033203,-36.428436279296875,-4.828330039978027,86.27780151367188,29.469438552856445,-3.8645551204681396,67.82179260253906,-32.6663703918457,-9.885170936584473,71.07345581054688,Stop,Stepping
1780509905.8475723,21941.835291124,31.37501335144043,-6.121577262878418,90.40867614746094,-36.19966125488281,-5.205494403839111,86.62367248535156,29.31562614440918,-4.245601654052734,68.25596618652344,-32.502784729003906,-10.228341102600098,71.46188354492188,Stop,Stepping
1780509905.8675623,21941.85265799,31.1501407623291,-6.511242866516113,90.71451568603516,-35.95947265625,-5.600771427154541,86.98236083984375,29.153911590576172,-4.643819332122803,68.70626831054688,-32.33069610595703,-10.587111473083496,71.86498260498047,Stop,Stepping
1780509905.8878887,21941.873873573,30.914932250976562,-6.9188385009765625,91.03063201904297,-35.70790100097656,-6.014065265655518,87.3532485961914,28.984262466430664,-5.058990001678467,69.17198181152344,-32.15005874633789,-10.961273193359375,72.28209686279297,Stop,Stepping
1780509905.9075735,21941.893727475,30.66940689086914,-7.344350814819336,91.35649108886719,-35.444908142089844,-6.445361137390137,87.73576354980469,28.80662727355957,-5.490972995758057,69.65248107910156,-31.960786819458008,-11.350703239440918,72.71265411376953,Stop,Stepping
1780509905.9275727,21941.91287492,30.41370964050293,-7.787553787231445,91.69141387939453,-35.17060470581055,-6.894415378570557,88.12909698486328,28.621023178100586,-5.939386367797852,70.14684295654297,-31.762907028198242,-11.75507640838623,73.15587615966797,Stop,Stepping
1780509905.9477272,21941.933179131,30.145788192749023,-8.25201416015625,92.0374526977539,-34.88273620605469,-7.364835739135742,88.53575897216797,28.425884246826172,-6.407710075378418,70.65833282470703,-31.554712295532227,-12.177521705627441,73.61468505859375,Stop,Stepping
1780509905.9676354,21941.953155824,29.871967315673828,-8.726826667785645,92.38601684570312,-34.58804702758789,-7.8455586433410645,88.94563293457031,28.225732803344727,-6.884807109832764,71.17432403564453,-31.341018676757812,-12.608003616333008,74.0777587890625,Stop,Stepping
