time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot,motion,movement
1776271551.79813,13346.767776845,32.59992218017578,-10.227775573730469,95.18525695800781,-36.80991744995117,-9.580120086669922,89.66009521484375,29.26744842529297,2.7775022983551025,73.5601577758789,-30.254779815673828,-2.6949737071990967,76.14014434814453,Stop,Stepping
1776271551.8180923,13346.785326499,32.59923553466797,-10.228841781616211,95.18600463867188,-36.80922317504883,-9.581188201904297,89.66101837158203,29.266902923583984,2.776207208633423,73.56153106689453,-30.254240036010742,-2.696152925491333,76.14134979248047,Stop,Stepping
1776271551.8380573,13346.814120297,32.597267150878906,-10.231908798217773,95.18817138671875,-36.807220458984375,-9.584256172180176,89.66365051269531,29.265338897705078,2.772486448287964,73.56546020507812,-30.252696990966797,-2.6995325088500977,76.14478302001953,Stop,Stepping
1776271551.858063,13346.82811824,32.593360900878906,-10.237992286682129,95.19245147705078,-36.803260803222656,-9.590336799621582,89.66887664794922,29.262237548828125,2.765113353729248,73.57324981689453,-30.249631881713867,-2.7062313556671143,76.15160369873047,Stop,Stepping
1776271551.878076,13346.846668533,32.586910247802734,-10.24802303314209,95.19952392578125,-36.79671096801758,-9.600364685058594,89.67749786376953,29.257116317749023,2.7529404163360596,73.58611297607422,-30.24457550048828,-2.7172911167144775,76.1628646850586,Stop,Stepping
1776271551.8980691,13346.868047805,32.57729721069336,-10.262990951538086,95.21007537841797,-36.78694534301758,-9.615330696105957,89.69034576416016,29.249483108520508,2.7347898483276367,73.60528564453125,-30.237035751342773,-2.7337851524353027,76.17964935302734,Stop,Stepping
1776271551.917993,13346.899637403,32.56403732299805,-10.283639907836914,95.22461700439453,-36.77348327636719,-9.635964393615723,89.70805358886719,29.238950729370117,2.709756374359131,73.6317138671875,-30.226633071899414,-2.756532669067383,76.20278930664062,Stop,Stepping
1776271551.9380987,13346.911734575,32.5463981628418,-10.311092376708984,95.24394989013672,-36.75556945800781,-9.663408279418945,89.7315902709961,29.224937438964844,2.6764655113220215,73.6668472290039,-30.21279525756836,-2.786780834197998,76.23353576660156,Stop,Stepping
1776271551.9580421,13346.926565002,32.52410888671875,-10.345792770385742,95.26832580566406,-36.732933044433594,-9.698088645935059,89.76132202148438,29.207233428955078,2.6344094276428223,73.71118927001953,-30.1953067779541,-2.8250014781951904,76.27236938476562,Stop,Stepping
1776271551.9780524,13346.947759086,32.49654006958008,-10.388727188110352,95.29847717285156,-36.70492172241211,-9.740992546081543,89.79803466796875,29.18532943725586,2.5823874473571777,73.7659912109375,-30.173667907714844,-2.8722805976867676,76.32035064697266,Stop,Stepping
1776271551.9980435,13346.985962959,32.463260650634766,-10.44054126739502,95.33479309082031,-36.67110824584961,-9.79277515411377,89.84228515625,29.15888786315918,2.519620418548584,73.83203125,-30.147544860839844,-2.9293270111083984,76.37818145751953,Stop,Stepping
1776271552.0180469,13346.987590037,32.42382049560547,-10.50195026397705,95.37774658203125,-36.63102340698242,-9.854140281677246,89.89464569091797,29.12754249572754,2.4452524185180664,73.91016387939453,-30.116575241088867,-2.9969112873077393,76.44659423828125,Stop,Stepping
1776271552.0380483,13347.008040348,32.377830505371094,-10.57357406616211,95.427734375,-36.58426284790039,-9.925705909729004,89.95557403564453,29.09097671508789,2.358567953109741,74.00109100341797,-30.080446243286133,-3.0757107734680176,76.52622985839844,Stop,Stepping
1776271552.058142,13347.027300951,32.32489013671875,-10.656015396118164,95.485107421875,-36.53042221069336,-10.00808334350586,90.02554321289062,29.04888153076172,2.2588207721710205,74.10551452636719,-30.038841247558594,-3.166377305984497,76.61769104003906,Stop,Stepping
