time_start,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1776271810.713734,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.7237713,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.7337487,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.743771,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.7537923,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.763777,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.773758,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.7836757,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.7937648,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.803784,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.8137903,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.8237624,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.8337862,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.843772,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.853768,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.8637369,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.873781,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.88382,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.8937283,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
1776271810.9037385,-0.22286343574523926,-1.1015450954437256,-0.769598126411438,0.6942002177238464,-0.1722523272037506,0.44117221236228943,0.2528163194656372,0.662661612033844,0.5629819631576538,-0.36521223187446594,-0.20030362904071808,1.023218035697937
