time_start,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1776272821.185485,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.1954722,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2055268,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2154768,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.225474,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2354748,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.245464,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2554724,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2654552,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.275487,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2854702,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.2954834,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3054724,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3154643,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.32548,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3354967,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3454578,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3554738,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.365474,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.375458,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3854795,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.3954623,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.4054675,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.4154594,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.4254584,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
1776272821.4354558,34.83000183105469,-22.53765296936035,41.220008850097656,-37.14515686035156,-26.260000228881836,98.24484252929688,33.90235900878906,-6.184840202331543,90.0848388671875,-30.59999656677246,-3.2000041007995605,81.35514831542969
